init,optimizer,run,normalized_final_score
GMM,COBYLA,67,0.9832030234173371
GMM,COBYLA,70,0.9990683142011367
GMM,COBYLA,68,0.9993024590590328
GMM,COBYLA,71,0.9921746032395461
GMM,COBYLA,69,0.9987375279447713
GMM,COBYLA,72,0.9887171925628142
GMM,COBYLA,73,0.9959794126340377
GMM,COBYLA,74,0.9992881428456918
GMM,COBYLA,75,0.9978624314614086
GMM,COBYLA,77,0.9993980748890232
GMM,COBYLA,76,0.9882047533811736
GMM,COBYLA,78,0.9976048775467614
GMM,COBYLA,79,0.9984808334294889
GMM,COBYLA,80,0.9966680701758848
GMM,COBYLA,81,0.9759694389371194
GMM,COBYLA,82,0.9953406395067548
GMM,COBYLA,83,0.994196959233785
GMM,COBYLA,84,0.9986522880688411
GMM,COBYLA,85,0.9965226442019014
GMM,COBYLA,86,0.9973923551416738
GMM,COBYLA,88,0.9963241786231319
GMM,COBYLA,90,0.9628096153440329
GMM,COBYLA,87,0.9991621681191499
GMM,COBYLA,89,0.9970175663284615
GMM,COBYLA,91,0.9995641801433491
GMM,COBYLA,92,0.9893783771133486
GMM,COBYLA,93,0.9960324510807887
GMM,COBYLA,94,0.988813574939879
GMM,COBYLA,97,0.9815254463212657
GMM,COBYLA,96,0.992948945387778
GMM,COBYLA,95,0.9964367086248572
GMM,COBYLA,98,0.9963513765215812
GMM,COBYLA,99,0.9987436943360015
Xavier-normal,Powell,97,0.9999368729069705
Xavier-normal,Powell,96,0.9999543471504999
GMM,Powell,1,0.9999874577088055
GMM,Powell,18,0.9999853192709972
GMM,Powell,16,0.9999755945445685
GMM,Powell,5,0.9999912659946582
GMM,Powell,6,0.9999928940279089
GMM,Powell,0,0.999987277849818
GMM,Powell,9,0.9999710856099333
GMM,Powell,4,0.9999933682281075
GMM,Powell,11,0.9999955494955084
GMM,Powell,3,0.9999822977419562
GMM,Powell,2,0.9999791114532538
GMM,Powell,7,0.9999938704328895
GMM,Powell,13,0.9999806450622026
GMM,Powell,14,0.9999818156560172
GMM,Powell,10,0.9999766762766971
GMM,Powell,21,0.9999844935583992
GMM,Powell,12,0.999962804608629
GMM,Powell,17,0.9999802886361068
GMM,Powell,8,0.9999771518691213
GMM,Powell,22,0.9999768048942451
GMM,Powell,20,0.9999867247276267
GMM,Powell,23,0.9999795708471602
GMM,Powell,19,0.999963928947953
GMM,Powell,15,0.9999875053397774
GMM,Powell,28,0.9999786142103673
GMM,Powell,25,0.9999830238254167
GMM,Powell,26,0.9999729343729922
GMM,Powell,27,0.9999866783125806
GMM,Powell,33,0.99998264864515
GMM,Powell,32,0.9999856741896547
GMM,Powell,29,0.9999834320488238
GMM,Powell,31,0.9999787408277327
GMM,Powell,30,0.999981058625083
GMM,Powell,34,0.9999869627798268
GMM,Powell,41,0.9999419973473654
GMM,Powell,35,0.9999712161221571
GMM,Powell,38,0.9999930726181265
GMM,Powell,36,0.9999900792081795
GMM,Powell,40,0.9999883883392127
GMM,Powell,42,0.9999856916623472
GMM,Powell,43,0.9999768944777048
GMM,Powell,49,0.9999906699720031
GMM,Powell,47,0.999978616241947
GMM,Powell,24,0.9999597451667451
GMM,Powell,45,0.9999765899780582
GMM,Powell,44,0.9999868126220409
GMM,Powell,48,0.9999925501659217
GMM,Powell,37,0.9999911570943127
GMM,Powell,46,0.9999762460688743
GMM,Powell,39,0.9999738004898933
GMM,Powell,50,0.9999806491700917
GMM,Powell,51,0.9999891720243358
GMM,Powell,59,0.9999800955812923
GMM,Powell,54,0.9999813182762817
GMM,Powell,57,0.9999756365610758
GMM,Powell,56,0.9999880054549487
GMM,Powell,60,0.9999614127711856
GMM,Powell,53,0.999990928518812
GMM,Powell,55,0.9999835270312336
GMM,Powell,52,0.9999770596545094
GMM,Powell,68,0.9999838402560011
GMM,Powell,65,0.9999949190328029
GMM,Powell,71,0.999978192482627
GMM,Powell,58,0.9999767862569588
GMM,Powell,69,0.9999813495272997
GMM,Powell,63,0.9999879984695639
GMM,Powell,73,0.9999644683242367
GMM,Powell,61,0.9999808397026587
GMM,Powell,72,0.9999911016552877
GMM,Powell,64,0.9999820077864665
GMM,Powell,70,0.9999888216881565
GMM,Powell,67,0.9999684462494157
GMM,Powell,74,0.9999789921621736
GMM,Powell,75,0.9999868758517348
GMM,Powell,62,0.9999731674697502
GMM,Powell,81,0.9999855525686879
GMM,Powell,66,0.9999749127286056
GMM,Powell,79,0.9999806214096522
GMM,Powell,76,0.9999813985933832
GMM,Powell,82,0.9999876397450169
GMM,Powell,77,0.999976636314474
GMM,Powell,85,0.9999844632669235
GMM,Powell,91,0.9999582066360595
GMM,Powell,78,0.9999735007225715
GMM,SPSA,0,0.6763724525528858
GMM,SPSA,1,0.7276419313513643
GMM,Powell,86,0.9999724567161481
GMM,SPSA,3,0.6899875483493149
GMM,SPSA,2,0.7070361063704822
GMM,Powell,80,0.9999789331034202
GMM,Powell,84,0.9999664840354826
GMM,SPSA,4,0.7175252773438879
GMM,SPSA,5,0.8579041545688696
GMM,Powell,88,0.9999724967082338
GMM,SPSA,6,0.8573361114837641
GMM,SPSA,7,0.9570282187508466
GMM,SPSA,8,0.7119355436459942
GMM,SPSA,12,0.6777097942682927
GMM,SPSA,17,0.6934013355647854
GMM,Powell,94,0.9999729972042972
GMM,Powell,92,0.9999815969809552
GMM,SPSA,9,0.6987022754843287
GMM,SPSA,20,0.6777544351386003
GMM,SPSA,10,0.7326713249460234
GMM,Powell,89,0.9999797182725992
GMM,SPSA,11,0.7190786869348229
GMM,SPSA,13,0.6879276569819278
GMM,SPSA,15,0.7247277252549283
GMM,SPSA,14,0.6743153512762344
GMM,SPSA,21,0.6831595570389921
GMM,SPSA,16,0.725631232051444
GMM,Powell,87,0.9999810895030331
GMM,SPSA,18,0.717789248629087
GMM,SPSA,32,0.48797579826492715
GMM,Powell,83,0.9999660197709079
GMM,SPSA,19,0.6970167077424435
GMM,SPSA,35,0.6824198415333119
GMM,Powell,93,0.9999936940111487
GMM,SPSA,22,0.7031538562612598
GMM,SPSA,23,0.6949882857792451
GMM,SPSA,24,0.6907742253167265
GMM,SPSA,26,0.7043198498849091
GMM,SPSA,25,0.748976282713796
GMM,SPSA,27,0.9197171548419385
GMM,SPSA,28,0.7086754297085455
GMM,SPSA,30,0.7524449770345015
GMM,Powell,90,0.999978985888935
GMM,SPSA,29,0.6998761067525012
GMM,SPSA,31,0.7012822093105509
GMM,SPSA,45,0.6799067469291604
GMM,SPSA,33,0.934649380326696
GMM,SPSA,34,0.7072580348416748
GMM,SPSA,50,0.6900475506665601
GMM,Powell,96,0.9999869968035662
GMM,SPSA,36,0.7348071857624493
GMM,SPSA,40,0.6749094612284435
GMM,Powell,95,0.9999937912653181
GMM,SPSA,38,0.7304400872839009
GMM,SPSA,56,0.4524129314560708
GMM,SPSA,52,0.6805898368673642
GMM,SPSA,37,0.7132528733283133
GMM,SPSA,39,0.8551665264729889
GMM,SPSA,41,0.7006947807497517
GMM,SPSA,44,0.7176282953165813
GMM,SPSA,43,0.9345368755964626
GMM,SPSA,42,0.691294134420902
GMM,SPSA,48,0.7076280620774503
GMM,SPSA,46,0.7176057214924947
GMM,SPSA,49,0.7244344763023923
GMM,SPSA,47,0.683598665367867
GMM,SPSA,51,0.7301255985923188
GMM,SPSA,53,0.946026923837374
GMM,SPSA,54,0.7188822002091387
GMM,SPSA,58,0.7444179044844749
GMM,SPSA,69,0.6625071826749492
GMM,SPSA,71,0.6378796894915747
GMM,SPSA,55,0.8479995072462253
GMM,SPSA,57,0.7058914741515492
GMM,SPSA,61,0.7053244420831996
GMM,SPSA,59,0.8266544191416094
GMM,SPSA,78,0.7795599064004938
GMM,Powell,97,0.9999942109821096
GMM,SPSA,60,0.6861838519835527
GMM,SPSA,76,0.6591471582613696
GMM,SPSA,62,0.847894390798503
GMM,SPSA,63,0.7507660443985021
GMM,SPSA,64,0.8558552775435929
GMM,SPSA,66,0.6849093250328139
GMM,SPSA,68,0.7116048677162626
GMM,SPSA,70,0.7953968690809229
GMM,SPSA,84,0.6282762047821111
GMM,SPSA,65,0.6939042561545308
GMM,SPSA,67,0.7085194148956256
GMM,SPSA,72,0.7888311221763101
GMM,SPSA,73,0.8361856359578561
GMM,SPSA,75,0.6762074396068534
GMM,SPSA,77,0.7088177066128318
GMM,Powell,98,0.999964565983701
GMM,SPSA,74,0.7056213293718686
GMM,SPSA,79,0.7023608067357324
GMM,SPSA,80,0.6762422503290985
GMM,SPSA,81,0.6846680420629659
GMM,SPSA,94,0.8774722899114782
GMM,SPSA,82,0.7507052754162042
GMM,SPSA,83,0.7476721103060664
GMM,SPSA,85,0.8067475145377013
GMM,SPSA,86,0.6961979618564649
uniform,COBYLA,0,0.923070589625586
uniform,COBYLA,1,0.9504566904642645
GMM,SPSA,87,0.7112140205378287
uniform,COBYLA,2,0.9184520290110582
uniform,COBYLA,4,0.9272077445813393
GMM,SPSA,89,0.6705593940676227
GMM,SPSA,88,0.6735096579623095
GMM,SPSA,90,0.8445386980090676
uniform,COBYLA,3,0.9561565373319064
GMM,SPSA,91,0.8989570536487328
GMM,SPSA,93,0.7277688641109357
GMM,SPSA,92,0.7242265578044468
uniform,COBYLA,5,0.9485603515066102
uniform,COBYLA,6,0.9413990084771958
uniform,COBYLA,7,0.9254339115821972
uniform,COBYLA,8,0.954581667840027
GMM,SPSA,95,0.6951203548791288
uniform,COBYLA,9,0.9415499085269909
GMM,SPSA,96,0.6854976466522418
GMM,SPSA,99,0.6803023723996784
uniform,COBYLA,10,0.9329693652878317
uniform,COBYLA,11,0.9224963761260829
uniform,COBYLA,12,0.9533761626697292
GMM,SPSA,98,0.7094594132171378
uniform,COBYLA,14,0.9562898612399222
uniform,COBYLA,13,0.9309110576001098
uniform,COBYLA,15,0.9320224235336674
GMM,Powell,99,0.9999808994377549
GMM,SPSA,97,0.6986428641674581
uniform,COBYLA,17,0.9393247528237323
uniform,COBYLA,16,0.9395071191349612
uniform,COBYLA,18,0.9467444793750349
uniform,COBYLA,19,0.9493180425952173
uniform,COBYLA,20,0.9579872917904424
uniform,COBYLA,21,0.942883468857678
uniform,COBYLA,22,0.9596322122639208
uniform,COBYLA,24,0.9283366964536756
uniform,COBYLA,23,0.9649120412106208
uniform,COBYLA,25,0.9468367503420461
uniform,COBYLA,26,0.903040778698864
uniform,COBYLA,27,0.9190043194066851
uniform,COBYLA,28,0.950669246865325
uniform,COBYLA,29,0.9438629619926391
uniform,COBYLA,31,0.9107952798085295
uniform,COBYLA,30,0.923982910940588
uniform,COBYLA,32,0.9378274856140942
uniform,COBYLA,33,0.944633942089815
uniform,COBYLA,34,0.936013411297043
uniform,COBYLA,36,0.9272784394775883
uniform,COBYLA,35,0.930773302109036
uniform,COBYLA,37,0.9418587867944189
uniform,COBYLA,38,0.9396642725449811
uniform,COBYLA,40,0.9529580415675764
uniform,COBYLA,39,0.9544143594602862
uniform,COBYLA,41,0.9384781364869998
uniform,COBYLA,42,0.944652375481451
uniform,COBYLA,43,0.9362597430956994
uniform,COBYLA,44,0.9369782528101598
uniform,COBYLA,45,0.9413048851763021
uniform,COBYLA,46,0.9386847043204702
uniform,COBYLA,47,0.9539844403563889
uniform,COBYLA,48,0.9103036119720638
uniform,COBYLA,49,0.9539427698791846
uniform,COBYLA,50,0.9549843100487353
uniform,COBYLA,52,0.917678075993407
uniform,COBYLA,51,0.9456580335302005
uniform,COBYLA,54,0.9430691536020224
uniform,COBYLA,53,0.9308745772146725
uniform,COBYLA,55,0.9571603945907109
uniform,COBYLA,56,0.9222227312308284
uniform,COBYLA,57,0.9493874343083539
uniform,COBYLA,59,0.953521869078036
uniform,COBYLA,61,0.9286502708941414
uniform,COBYLA,60,0.9406166863096417
uniform,COBYLA,58,0.9430990070957221
uniform,COBYLA,63,0.9560243835745755
uniform,COBYLA,62,0.9535884468297672
uniform,COBYLA,64,0.9516815028067644
uniform,COBYLA,65,0.9337926672780664
uniform,COBYLA,66,0.958299556011973
uniform,COBYLA,68,0.9411075957977544
uniform,COBYLA,67,0.9260185747363501
uniform,COBYLA,70,0.9255084594148222
uniform,COBYLA,69,0.9579345308388537
uniform,COBYLA,71,0.8952847491836576
uniform,COBYLA,73,0.910954367645099
uniform,COBYLA,72,0.9405857315650779
uniform,COBYLA,75,0.9457778639000242
uniform,COBYLA,74,0.9495149265560401
uniform,COBYLA,79,0.9433033075140141
uniform,COBYLA,78,0.9272335589987508
uniform,COBYLA,80,0.9263572479181067
uniform,COBYLA,76,0.9596183119886506
uniform,COBYLA,82,0.9401308204391331
uniform,COBYLA,77,0.9296867973977989
uniform,COBYLA,83,0.9433748056188399
uniform,COBYLA,84,0.9496270997342486
uniform,COBYLA,81,0.9404452910779023
uniform,COBYLA,85,0.9514400892033429
uniform,COBYLA,86,0.9070742635143051
uniform,COBYLA,87,0.9416914058781214
uniform,COBYLA,88,0.9557683457684903
uniform,COBYLA,89,0.9286088698812868
uniform,COBYLA,90,0.9122964825252178
uniform,COBYLA,91,0.9424162180019147
uniform,COBYLA,92,0.9505379526207393
uniform,COBYLA,94,0.9533385709819538
uniform,COBYLA,93,0.9185332575470257
uniform,COBYLA,96,0.9500093778154769
uniform,COBYLA,95,0.9500952347796003
uniform,COBYLA,97,0.9447133623170358
uniform,COBYLA,98,0.9266770890738218
uniform,COBYLA,99,0.9334914842178336
uniform,Powell,5,0.999998137600864
uniform,Powell,10,0.9999945988665137
uniform,Powell,17,0.9999938709799173
uniform,Powell,6,0.9999936139277751
uniform,Powell,2,0.9999915926159227
uniform,Powell,0,0.9999968574984686
uniform,Powell,8,0.9999874663537099
uniform,Powell,15,0.9999833535315876
uniform,Powell,7,0.999989605411961
uniform,Powell,4,0.999979331270797
uniform,Powell,18,0.999984041372604
uniform,Powell,13,0.999979049078115
uniform,Powell,12,0.9999888321199052
uniform,Powell,9,0.9999888424020169
uniform,Powell,16,0.9999840796046473
uniform,Powell,14,0.9999905321741632
uniform,Powell,1,0.9999970180035086
uniform,Powell,19,0.99998652844466
uniform,Powell,3,0.9999828474571303
uniform,Powell,20,0.9999885251709634
uniform,Powell,11,0.9999821247233406
uniform,Powell,26,0.9999913637994915
uniform,Powell,22,0.9999982046578728
uniform,Powell,21,0.999994666683137
uniform,Powell,24,0.9999867426477588
uniform,Powell,30,0.9999937509421423
uniform,Powell,28,0.9999947575315437
uniform,Powell,25,0.9999871335574794
uniform,Powell,33,0.9999944042490823
uniform,Powell,27,0.9999879386796039
uniform,Powell,23,0.9999826934072457
uniform,Powell,39,0.9999829992380675
uniform,Powell,34,0.9999890599447367
uniform,Powell,41,0.9999963177102662
uniform,Powell,29,0.999972007153067
uniform,Powell,35,0.999986859474263
uniform,Powell,37,0.9999969917068988
uniform,Powell,44,0.9999931477725196
uniform,Powell,40,0.999989069122843
uniform,Powell,32,0.9999828817794322
uniform,Powell,38,0.999990731117929
uniform,Powell,45,0.9999896640256405
uniform,Powell,43,0.9999880932285808
uniform,Powell,48,0.9999856470740288
uniform,Powell,31,0.9999970361335656
uniform,Powell,47,0.99999283312193
uniform,Powell,42,0.9999896368891498
uniform,Powell,36,0.9999784172649074
uniform,Powell,46,0.9999906836402341
uniform,Powell,49,0.9999856414763182
uniform,Powell,55,0.9999932933424808
uniform,Powell,50,0.999987171731438
uniform,Powell,53,0.9999924080121685
uniform,Powell,57,0.9999942592933011
uniform,Powell,64,0.9999960472376466
uniform,Powell,59,0.9999942983808425
uniform,Powell,61,0.9999868484130132
uniform,Powell,54,0.9999872961799472
uniform,Powell,62,0.9999945405380507
uniform,Powell,51,0.9999823827143974
uniform,Powell,52,0.9999810685814253
uniform,Powell,60,0.9999930262990684
uniform,Powell,68,0.9999947732168036
uniform,Powell,58,0.9999993698308709
uniform,Powell,63,0.9999897204442048
uniform,Powell,56,0.9999978552846841
uniform,Powell,71,0.9999952404996958
uniform,Powell,65,0.9999803152180792
uniform,Powell,67,0.9999927680569395
uniform,Powell,77,0.9999921493169682
uniform,Powell,66,0.9999860647938492
uniform,Powell,72,0.99999300062273
uniform,Powell,74,0.9999787575345747
uniform,Powell,79,0.9999896573093573
uniform,Powell,69,0.9999856593079662
uniform,Powell,78,0.9999961772684014
uniform,Powell,83,0.9999898966908023
uniform,Powell,70,0.9999779508000798
uniform,Powell,76,0.9999916802863066
uniform,Powell,87,0.9999935263239103
uniform,Powell,81,0.9999910018283258
uniform,Powell,75,0.9999885083947093
uniform,SPSA,0,0.6824045994321142
uniform,SPSA,1,0.7075409197114247
uniform,Powell,80,0.9999954767056204
uniform,Powell,82,0.9999905580526844
uniform,SPSA,2,0.6927737485561486
uniform,SPSA,3,0.7199141155776558
uniform,SPSA,7,0.6710118873284672
uniform,Powell,84,0.9999898345935768
uniform,SPSA,4,0.6823367245245026
uniform,SPSA,5,0.71250193355363
uniform,SPSA,6,0.6975916780247726
uniform,Powell,73,0.9999970724180836
uniform,SPSA,8,0.6865068097433147
uniform,SPSA,9,0.687914649391212
uniform,SPSA,10,0.6788426588797296
uniform,SPSA,11,0.6922021709089553
uniform,SPSA,12,0.6956377904090986
uniform,SPSA,13,0.6858341163072449
uniform,SPSA,19,0.665646804776853
uniform,SPSA,15,0.6798978202290169
uniform,SPSA,14,0.7501781468513269
uniform,SPSA,18,0.6799662408598882
uniform,SPSA,16,0.6778177870567131
uniform,SPSA,17,0.6931079001455263
uniform,SPSA,20,0.6512658508455231
uniform,SPSA,26,0.6804593142421083
uniform,SPSA,21,0.6863623713272319
uniform,SPSA,22,0.6913886512458051
uniform,SPSA,23,0.6808042992813869
uniform,SPSA,24,0.7002540713496207
uniform,SPSA,25,0.6976665349254325
uniform,SPSA,28,0.6735259604391299
uniform,SPSA,27,0.7182567131731092
uniform,Powell,88,0.9999893637576303
uniform,SPSA,32,0.695300014332203
uniform,SPSA,35,0.696346739024869
uniform,SPSA,29,0.7352091107480306
uniform,SPSA,30,0.6797502484481391
uniform,Powell,86,0.9999881821937514
uniform,SPSA,31,0.6816035394905201
uniform,SPSA,33,0.7313366771180693
uniform,SPSA,39,0.6949536360241103
uniform,SPSA,34,0.7061665886273042
uniform,SPSA,36,0.7098132368948874
uniform,SPSA,44,0.6865680091701059
uniform,SPSA,37,0.7054895811605096
uniform,SPSA,38,0.6983859761524386
uniform,SPSA,40,0.6822966615841309
uniform,SPSA,41,0.6961741173398994
uniform,SPSA,49,0.6286651502335565
uniform,SPSA,42,0.6747538707930895
uniform,SPSA,50,0.6711851513897767
uniform,SPSA,43,0.696640603867973
uniform,SPSA,45,0.7009469377013563
uniform,SPSA,46,0.6770807868162546
uniform,SPSA,47,0.673624546581258
uniform,SPSA,48,0.734810575016781
uniform,SPSA,53,0.6660771402261846
uniform,SPSA,51,0.6899864843706267
uniform,SPSA,52,0.6780591726907071
uniform,SPSA,54,0.7151965450848127
uniform,SPSA,58,0.7630012764150447
uniform,SPSA,59,0.6853084443198837
uniform,SPSA,62,0.667948645530213
uniform,SPSA,55,0.6861478381447229
uniform,SPSA,56,0.7049508895309077
uniform,SPSA,57,0.6833929766588687
uniform,SPSA,65,0.6834884569921167
uniform,SPSA,60,0.6861592973921702
uniform,SPSA,61,0.7298731671529628
uniform,SPSA,63,0.6895652017159988
uniform,Powell,90,0.9999675169335321
uniform,SPSA,68,0.674493821028925
uniform,SPSA,64,0.6978649688293348
uniform,SPSA,66,0.691564243371994
uniform,SPSA,67,0.7017587590318631
uniform,SPSA,69,0.7332554399548796
uniform,SPSA,70,0.6773822518011354
uniform,SPSA,79,0.6564645099920899
uniform,Powell,94,0.9999944586765438
uniform,SPSA,71,0.690733232514522
uniform,SPSA,72,0.7005336155735065
uniform,SPSA,73,0.6951224198904915
uniform,SPSA,74,0.6886980325817339
uniform,SPSA,75,0.7089199363649842
uniform,SPSA,84,0.6646989362525031
uniform,SPSA,76,0.6960499853904196
uniform,SPSA,77,0.7021868311494026
uniform,SPSA,86,0.6569640396327541
uniform,SPSA,78,0.6993978175861207
uniform,SPSA,80,0.7228502182226607
uniform,Powell,95,0.9999925919240827
uniform,SPSA,81,0.700793249130636
uniform,SPSA,87,0.7242876140859268
uniform,SPSA,82,0.7425596892533001
uniform,SPSA,95,0.674739516402384
uniform,SPSA,83,0.6808296021829754
uniform,SPSA,93,0.6940626221123108
uniform,SPSA,85,0.6814440263629421
uniform,SPSA,96,0.6707821958374984
uniform,SPSA,88,0.6839856133743142
uniform,SPSA,89,0.6873871416972047
uniform,SPSA,90,0.7107279129309108
uniform,SPSA,91,0.7039113609690498
uniform,SPSA,92,0.7195774165468296
uniform,SPSA,94,0.7121669222869786
uniform,Powell,93,0.9999872842020756
uniform,SPSA,97,0.701980319527363
uniform,SPSA,99,0.6866925640393736
uniform,SPSA,98,0.6741721322904526
uniform,Powell,91,0.9999890041316769
uniform,Powell,98,0.9999946185852003
uniform,Powell,92,0.9999802751514033
uniform,Powell,85,0.9999968191953656
uniform,Powell,96,0.999977788862946
uniform,Powell,89,0.9999802288772304
uniform,Powell,97,0.9999813504300015
uniform,Powell,99,0.99998482772814
